Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Пряжа Хозяюшка-рукодельница «Для души и душа» (Мятный);https://klubki-v-korzinke.ru//product/prjazha-hozjayshka-rukodelnica-dlja-dushi-i-dusha-miatnii/;28₽/ шт;на складе:62 шт.;Наличие:на складе;28₽/ штна складе:62 шт.50 г / 200 м100% полипропиленНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/36/62/16236/images/29795/29795.200.jpg
Пряжа в бобинах Roberta (03 - Лимонный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-roberta-03-limonnii/;4,81₽/ шт;100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.на складе:298 шт.;Наличие:на складе;4,81₽/ шт100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.на складе:298 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/34/62/16234/images/29788/29788.200.jpg
Пряжа в бобинах Roberta (04 - Ярко красный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-roberta-04-iarko-krasnii/;4,81₽/ шт;100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.на складе:408 шт.;Наличие:на складе;4,81₽/ шт100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.на складе:408 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/33/62/16233/images/29785/29785.200.jpg
Пряжа в бобинах Lambrusco (661 - Молочный шоколад);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-lambrusco-661-molocnii-shokolad/;3,35₽/ шт;100 г / 330 м, цена за 1 г, остаток в граммахСостав:42% меринос, 28% вискоза, 30% полиамидна складе:1008 шт.;Наличие:на складе;3,35₽/ шт100 г / 330 м, цена за 1 г, остаток в граммахСостав:42% меринос, 28% вискоза, 30% полиамидна складе:1008 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/32/62/16232/images/29780/29780.200.jpg
Пряжа в бобинах King (77054 - Светло - алый);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-king-77054-svetlo-alii/;5,60₽/ шт;100 г / 500 м, цена за 1 г, остаток в граммахСостав:35% кашемир, 30% меринос, 30% вискоза, 5% полиамидна складе:920 шт.;Наличие:на складе;5,60₽/ шт100 г / 500 м, цена за 1 г, остаток в граммахСостав:35% кашемир, 30% меринос, 30% вискоза, 5% полиамидна складе:920 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/30/62/16230/images/29773/29773.200.jpg
Пряжа в бобинах Garzato (03 - Ириска);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-03-iriska/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:384 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:384 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/28/62/16228/images/29765/29765.200.jpg
Пряжа в бобинах Garzato (09 - Сине - чёрный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-09-sine-cernii/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:998 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:998 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/27/62/16227/images/29761/29761.200.jpg
Пряжа в бобинах Garzato (02 - Горький шоколад);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-02-gorkii-shokolad/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:826 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:826 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/25/62/16225/images/29753/29753.200.jpg
Пряжа в бобинах Garzato (05 - Болотный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-05-bolotnii/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:784 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:784 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/24/62/16224/images/29749/29749.200.jpg
Пряжа в бобинах Garzato (07 - Тёмная полынь);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-07-temnaia-polin/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:286 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:286 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/22/62/16222/images/29740/29740.200.jpg
Пряжа в бобинах Garzato (04 - Тёмный антрацит);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-04-temnii-antrazit/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:438 шт.;Наличие:на складе;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилна складе:438 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/21/62/16221/images/29737/29737.200.jpg
Пряжа в бобинах Rangers (15440 - Грильяж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-rangers-15440-griliaj/;3,35₽/ шт;100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:1024 шт.;Наличие:на складе;3,35₽/ шт100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:1024 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/20/62/16220/images/29734/29734.200.jpg
Пряжа в бобинах Rangers (18803 - Тайга);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-rangers-18803-taiga/;3,35₽/ шт;100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:998 шт.;Наличие:на складе;3,35₽/ шт100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:998 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/19/62/16219/images/29732/29732.200.jpg
Пряжа в бобинах Rangers (15488 - Шоколад);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-rangers-15488-shokolad/;3,35₽/ шт;100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:780 шт.;Наличие:на складе;3,35₽/ шт100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:780 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/18/62/16218/images/29730/29730.200.jpg
Пряжа в бобинах Rangers (15100 - Шампань);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-rangers-15100-shampan/;3,35₽/ шт;100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:1538 шт.;Наличие:на складе;3,35₽/ шт100 г / 240 м, цена за 1 г, остаток в граммахСостав:10% кашемир, 7% ангора, 40% меринос, 28% вискоза, 15% полиамид​на складе:1538 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/17/62/16217/images/29728/29728.200.jpg
Пряжа в бобинах Moerino (04 - Табак);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-moerino-04-tabak/;3,10₽/ шт;100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилна складе:754 шт.;Наличие:на складе;3,10₽/ шт100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилна складе:754 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/15/62/16215/images/29719/29719.200.jpg
Спицы прямые тефлоновые №6,5 35 см.;https://klubki-v-korzinke.ru//product/spicy-prjamye-teflonovie-65-35sm/;60₽/ шт;на складе:10 шт.;Наличие:на складе;60₽/ штна складе:10 шт.Спицы прямые тефлоновые. В индивидуальной упаковке.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/13/62/16213/images/29710/29710.200.jpg
Спицы прямые тефлоновые №5,5 35 см.;https://klubki-v-korzinke.ru//product/spicy-prjamye-teflonovie-55-35sm/;60₽/ шт;на складе:9 шт.;Наличие:на складе;60₽/ штна складе:9 шт.Спицы прямые тефлоновые. В индивидуальной упаковке.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/12/62/16212/images/29708/29708.200.jpg
Спицы прямые тефлоновые №3,5 35 см.;https://klubki-v-korzinke.ru//product/spicy-prjamye-teflonovie-35-35sm/;60₽/ шт;на складе:2 шт.;Наличие:на складе;60₽/ штна складе:2 шт.Спицы прямые тефлоновые. В индивидуальной упаковке.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/11/62/16211/images/29706/29706.200.jpg
